1-RETORNO SERVIDOR ListarPartidas: A,2,17/05/2018,testee
121-RETORNO SERVIDOR VerificarVez: No Modifications
124-RETORNO SERVIDOR ListarJogadores: No Modifications
130-RETORNO SERVIDOR VerificarStatus: No Modifications
137-RETORNO SERVIDOR VerificarVez: No Modifications
140-RETORNO SERVIDOR ListarJogadores: No Modifications
146-RETORNO SERVIDOR VerificarStatus: No Modifications
153-RETORNO SERVIDOR VerificarVez: No Modifications
156-RETORNO SERVIDOR ListarJogadores: No Modifications
162-RETORNO SERVIDOR VerificarStatus: No Modifications
169-RETORNO SERVIDOR VerificarVez: No Modifications
172-RETORNO SERVIDOR ListarJogadores: No Modifications
178-RETORNO SERVIDOR VerificarStatus: No Modifications
185-RETORNO SERVIDOR VerificarVez: No Modifications
188-RETORNO SERVIDOR ListarJogadores: No Modifications
194-RETORNO SERVIDOR VerificarStatus: No Modifications
201-RETORNO SERVIDOR VerificarVez: No Modifications
204-RETORNO SERVIDOR ListarJogadores: No Modifications
210-RETORNO SERVIDOR VerificarStatus: No Modifications
217-RETORNO SERVIDOR VerificarVez: No Modifications
220-RETORNO SERVIDOR ListarJogadores: No Modifications
226-RETORNO SERVIDOR VerificarStatus: No Modifications
233-RETORNO SERVIDOR VerificarVez: No Modifications
236-RETORNO SERVIDOR ListarJogadores: No Modifications
242-RETORNO SERVIDOR VerificarStatus: No Modifications
249-RETORNO SERVIDOR VerificarVez: No Modifications
252-RETORNO SERVIDOR ListarJogadores: No Modifications
258-RETORNO SERVIDOR VerificarStatus: No Modifications
265-RETORNO SERVIDOR VerificarVez: No Modifications
268-RETORNO SERVIDOR ListarJogadores: No Modifications
274-RETORNO SERVIDOR VerificarStatus: No Modifications
281-RETORNO SERVIDOR VerificarVez: No Modifications
284-RETORNO SERVIDOR ListarJogadores: No Modifications
290-RETORNO SERVIDOR VerificarStatus: No Modifications
297-RETORNO SERVIDOR VerificarVez: No Modifications
300-RETORNO SERVIDOR ListarJogadores: No Modifications
306-RETORNO SERVIDOR VerificarStatus: No Modifications
313-RETORNO SERVIDOR VerificarVez: No Modifications
316-RETORNO SERVIDOR ListarJogadores: No Modifications
322-RETORNO SERVIDOR VerificarStatus: No Modifications
329-RETORNO SERVIDOR VerificarVez: No Modifications
332-RETORNO SERVIDOR ListarJogadores: No Modifications
338-RETORNO SERVIDOR VerificarStatus: No Modifications
345-RETORNO SERVIDOR VerificarVez: No Modifications
348-RETORNO SERVIDOR ListarJogadores: No Modifications
354-RETORNO SERVIDOR VerificarStatus: No Modifications
361-RETORNO SERVIDOR VerificarVez: No Modifications
364-RETORNO SERVIDOR ListarJogadores: No Modifications
370-RETORNO SERVIDOR VerificarStatus: No Modifications
377-RETORNO SERVIDOR VerificarVez: No Modifications
380-RETORNO SERVIDOR ListarJogadores: No Modifications
386-RETORNO SERVIDOR VerificarStatus: No Modifications
393-RETORNO SERVIDOR VerificarVez: No Modifications
396-RETORNO SERVIDOR ListarJogadores: No Modifications
402-RETORNO SERVIDOR VerificarStatus: No Modifications
409-RETORNO SERVIDOR VerificarVez: No Modifications
412-RETORNO SERVIDOR ListarJogadores: No Modifications
418-RETORNO SERVIDOR VerificarStatus: No Modifications
425-RETORNO SERVIDOR VerificarVez: No Modifications
428-RETORNO SERVIDOR ListarJogadores: No Modifications
434-RETORNO SERVIDOR VerificarStatus: No Modifications
441-RETORNO SERVIDOR VerificarVez: No Modifications
444-RETORNO SERVIDOR ListarJogadores: No Modifications
450-RETORNO SERVIDOR VerificarStatus: No Modifications
457-RETORNO SERVIDOR VerificarVez: No Modifications
460-RETORNO SERVIDOR ListarJogadores: No Modifications
466-RETORNO SERVIDOR VerificarStatus: No Modifications
473-RETORNO SERVIDOR VerificarVez: No Modifications
476-RETORNO SERVIDOR ListarJogadores: No Modifications
482-RETORNO SERVIDOR VerificarStatus: No Modifications
489-RETORNO SERVIDOR VerificarVez: No Modifications
492-RETORNO SERVIDOR ListarJogadores: No Modifications
498-RETORNO SERVIDOR VerificarStatus: No Modifications
505-RETORNO SERVIDOR VerificarVez: No Modifications
508-RETORNO SERVIDOR ListarJogadores: No Modifications
514-RETORNO SERVIDOR VerificarStatus: No Modifications
521-RETORNO SERVIDOR VerificarVez: No Modifications
524-RETORNO SERVIDOR ListarJogadores: No Modifications
530-RETORNO SERVIDOR VerificarStatus: No Modifications
537-RETORNO SERVIDOR VerificarVez: No Modifications
540-RETORNO SERVIDOR ListarJogadores: No Modifications
546-RETORNO SERVIDOR VerificarStatus: No Modifications
553-RETORNO SERVIDOR VerificarVez: No Modifications
556-RETORNO SERVIDOR ListarJogadores: No Modifications
562-RETORNO SERVIDOR VerificarStatus: No Modifications
569-RETORNO SERVIDOR VerificarVez: No Modifications
572-RETORNO SERVIDOR ListarJogadores: No Modifications
578-RETORNO SERVIDOR VerificarStatus: No Modifications
585-RETORNO SERVIDOR VerificarVez: No Modifications
588-RETORNO SERVIDOR ListarJogadores: No Modifications
594-RETORNO SERVIDOR VerificarStatus: No Modifications
601-RETORNO SERVIDOR VerificarVez: No Modifications
604-RETORNO SERVIDOR ListarJogadores: No Modifications
610-RETORNO SERVIDOR VerificarStatus: No Modifications
617-RETORNO SERVIDOR VerificarVez: No Modifications
620-RETORNO SERVIDOR ListarJogadores: No Modifications
626-RETORNO SERVIDOR VerificarStatus: No Modifications
633-RETORNO SERVIDOR VerificarVez: No Modifications
636-RETORNO SERVIDOR ListarJogadores: No Modifications
642-RETORNO SERVIDOR VerificarStatus: No Modifications
649-RETORNO SERVIDOR VerificarVez: No Modifications
652-RETORNO SERVIDOR ListarJogadores: No Modifications
658-RETORNO SERVIDOR VerificarStatus: No Modifications
665-RETORNO SERVIDOR VerificarVez: No Modifications
668-RETORNO SERVIDOR ListarJogadores: No Modifications
674-RETORNO SERVIDOR VerificarStatus: No Modifications
681-RETORNO SERVIDOR VerificarVez: No Modifications
684-RETORNO SERVIDOR ListarJogadores: No Modifications
690-RETORNO SERVIDOR VerificarStatus: No Modifications
697-RETORNO SERVIDOR VerificarVez: No Modifications
700-RETORNO SERVIDOR ListarJogadores: No Modifications
706-RETORNO SERVIDOR VerificarStatus: No Modifications
713-RETORNO SERVIDOR VerificarVez: No Modifications
716-RETORNO SERVIDOR ListarJogadores: No Modifications
722-RETORNO SERVIDOR VerificarStatus: No Modifications
729-RETORNO SERVIDOR VerificarVez: No Modifications
732-RETORNO SERVIDOR ListarJogadores: No Modifications
738-RETORNO SERVIDOR VerificarStatus: No Modifications
745-RETORNO SERVIDOR VerificarVez: No Modifications
748-RETORNO SERVIDOR ListarJogadores: No Modifications
754-RETORNO SERVIDOR VerificarStatus: No Modifications
761-RETORNO SERVIDOR VerificarVez: No Modifications
764-RETORNO SERVIDOR ListarJogadores: No Modifications
770-RETORNO SERVIDOR VerificarStatus: No Modifications
777-RETORNO SERVIDOR VerificarVez: No Modifications
780-RETORNO SERVIDOR ListarJogadores: No Modifications
786-RETORNO SERVIDOR VerificarStatus: No Modifications
793-RETORNO SERVIDOR VerificarVez: No Modifications
796-RETORNO SERVIDOR ListarJogadores: No Modifications
802-RETORNO SERVIDOR VerificarStatus: No Modifications
809-RETORNO SERVIDOR VerificarVez: No Modifications
812-RETORNO SERVIDOR ListarJogadores: No Modifications
818-RETORNO SERVIDOR VerificarStatus: No Modifications
825-RETORNO SERVIDOR VerificarVez: No Modifications
828-RETORNO SERVIDOR ListarJogadores: No Modifications
834-RETORNO SERVIDOR VerificarStatus: No Modifications
841-RETORNO SERVIDOR VerificarVez: No Modifications
844-RETORNO SERVIDOR ListarJogadores: No Modifications
850-RETORNO SERVIDOR VerificarStatus: No Modifications
857-RETORNO SERVIDOR VerificarVez: No Modifications
860-RETORNO SERVIDOR ListarJogadores: No Modifications
866-RETORNO SERVIDOR VerificarStatus: No Modifications
873-RETORNO SERVIDOR VerificarVez: No Modifications
876-RETORNO SERVIDOR ListarJogadores: No Modifications
882-RETORNO SERVIDOR VerificarStatus: No Modifications
889-RETORNO SERVIDOR VerificarVez: No Modifications
892-RETORNO SERVIDOR ListarJogadores: No Modifications
898-RETORNO SERVIDOR VerificarStatus: No Modifications
905-RETORNO SERVIDOR VerificarVez: No Modifications
908-RETORNO SERVIDOR ListarJogadores: No Modifications
914-RETORNO SERVIDOR VerificarStatus: No Modifications
921-RETORNO SERVIDOR VerificarVez: No Modifications
924-RETORNO SERVIDOR ListarJogadores: No Modifications
930-RETORNO SERVIDOR VerificarStatus: No Modifications
937-RETORNO SERVIDOR VerificarVez: No Modifications
940-RETORNO SERVIDOR ListarJogadores: No Modifications
946-RETORNO SERVIDOR VerificarStatus: No Modifications
953-RETORNO SERVIDOR VerificarVez: No Modifications
956-RETORNO SERVIDOR ListarJogadores: No Modifications
962-RETORNO SERVIDOR VerificarStatus: No Modifications
969-RETORNO SERVIDOR VerificarVez: No Modifications
972-RETORNO SERVIDOR ListarJogadores: No Modifications
978-RETORNO SERVIDOR VerificarStatus: No Modifications
985-RETORNO SERVIDOR VerificarVez: No Modifications
988-RETORNO SERVIDOR ListarJogadores: No Modifications
994-RETORNO SERVIDOR VerificarStatus: No Modifications
1001-RETORNO SERVIDOR VerificarVez: No Modifications
1004-RETORNO SERVIDOR ListarJogadores: No Modifications
1010-RETORNO SERVIDOR VerificarStatus: No Modifications
1017-RETORNO SERVIDOR VerificarVez: No Modifications
1020-RETORNO SERVIDOR ListarJogadores: No Modifications
1026-RETORNO SERVIDOR VerificarStatus: No Modifications
1033-RETORNO SERVIDOR VerificarVez: No Modifications
1036-RETORNO SERVIDOR ListarJogadores: No Modifications
1042-RETORNO SERVIDOR VerificarStatus: No Modifications
1049-RETORNO SERVIDOR VerificarVez: No Modifications
1052-RETORNO SERVIDOR ListarJogadores: No Modifications
1058-RETORNO SERVIDOR VerificarStatus: No Modifications
1065-RETORNO SERVIDOR VerificarVez: No Modifications
1068-RETORNO SERVIDOR ListarJogadores: No Modifications
1074-RETORNO SERVIDOR VerificarStatus: No Modifications
1081-RETORNO SERVIDOR VerificarVez: No Modifications
1084-RETORNO SERVIDOR ListarJogadores: No Modifications
1090-RETORNO SERVIDOR VerificarStatus: No Modifications
1097-RETORNO SERVIDOR VerificarVez: No Modifications
1100-RETORNO SERVIDOR ListarJogadores: No Modifications
1106-RETORNO SERVIDOR VerificarStatus: No Modifications
1113-RETORNO SERVIDOR VerificarVez: No Modifications
1116-RETORNO SERVIDOR ListarJogadores: No Modifications
1122-RETORNO SERVIDOR VerificarStatus: No Modifications
1129-RETORNO SERVIDOR VerificarVez: No Modifications
1132-RETORNO SERVIDOR ListarJogadores: No Modifications
1138-RETORNO SERVIDOR VerificarStatus: No Modifications
1145-RETORNO SERVIDOR VerificarVez: No Modifications
1148-RETORNO SERVIDOR ListarJogadores: No Modifications
1154-RETORNO SERVIDOR VerificarStatus: No Modifications
1161-RETORNO SERVIDOR VerificarVez: No Modifications
1164-RETORNO SERVIDOR ListarJogadores: No Modifications
1170-RETORNO SERVIDOR VerificarStatus: No Modifications
1177-RETORNO SERVIDOR VerificarVez: No Modifications
1180-RETORNO SERVIDOR ListarJogadores: No Modifications
1186-RETORNO SERVIDOR VerificarStatus: No Modifications
1193-RETORNO SERVIDOR VerificarVez: No Modifications
1196-RETORNO SERVIDOR ListarJogadores: No Modifications
1202-RETORNO SERVIDOR VerificarStatus: No Modifications
1209-RETORNO SERVIDOR VerificarVez: No Modifications
1212-RETORNO SERVIDOR ListarJogadores: No Modifications
1218-RETORNO SERVIDOR VerificarStatus: No Modifications
1225-RETORNO SERVIDOR VerificarVez: No Modifications
1228-RETORNO SERVIDOR ListarJogadores: No Modifications
1234-RETORNO SERVIDOR VerificarStatus: No Modifications
1241-RETORNO SERVIDOR VerificarVez: No Modifications
1244-RETORNO SERVIDOR ListarJogadores: No Modifications
1250-RETORNO SERVIDOR VerificarStatus: No Modifications
1257-RETORNO SERVIDOR VerificarVez: No Modifications
1260-RETORNO SERVIDOR ListarJogadores: No Modifications
1266-RETORNO SERVIDOR VerificarStatus: No Modifications
1273-RETORNO SERVIDOR VerificarVez: No Modifications
1276-RETORNO SERVIDOR ListarJogadores: No Modifications
1282-RETORNO SERVIDOR VerificarStatus: No Modifications
1289-RETORNO SERVIDOR VerificarVez: No Modifications
1292-RETORNO SERVIDOR ListarJogadores: No Modifications
1298-RETORNO SERVIDOR VerificarStatus: No Modifications
1305-RETORNO SERVIDOR VerificarVez: No Modifications
1308-RETORNO SERVIDOR ListarJogadores: No Modifications
1314-RETORNO SERVIDOR VerificarStatus: No Modifications
1321-RETORNO SERVIDOR VerificarVez: No Modifications
1324-RETORNO SERVIDOR ListarJogadores: No Modifications
1330-RETORNO SERVIDOR VerificarStatus: No Modifications
1337-RETORNO SERVIDOR VerificarVez: No Modifications
1340-RETORNO SERVIDOR ListarJogadores: No Modifications
1346-RETORNO SERVIDOR VerificarStatus: No Modifications
1353-RETORNO SERVIDOR VerificarVez: No Modifications
1356-RETORNO SERVIDOR ListarJogadores: No Modifications
1362-RETORNO SERVIDOR VerificarStatus: No Modifications
1369-RETORNO SERVIDOR VerificarVez: No Modifications
1372-RETORNO SERVIDOR ListarJogadores: No Modifications
1378-RETORNO SERVIDOR VerificarStatus: No Modifications
1385-RETORNO SERVIDOR VerificarVez: 519
4,A

1388-RETORNO SERVIDOR ConsultarHistorico: JogadorUm,S,A,4

1398-RETORNO SERVIDOR VerificarStatus: No Modifications
1405-RETORNO SERVIDOR VerificarVez: No Modifications
1408-RETORNO SERVIDOR ConsultarHistorico: No Modifications
1418-RETORNO SERVIDOR VerificarStatus: No Modifications
1425-RETORNO SERVIDOR VerificarVez: No Modifications
1428-RETORNO SERVIDOR ConsultarHistorico: No Modifications
1438-RETORNO SERVIDOR VerificarStatus: No Modifications
1445-RETORNO SERVIDOR VerificarVez: No Modifications
1448-RETORNO SERVIDOR ConsultarHistorico: No Modifications
1458-RETORNO SERVIDOR VerificarStatus: No Modifications
1465-RETORNO SERVIDOR VerificarVez: No Modifications
1468-RETORNO SERVIDOR ConsultarHistorico: No Modifications
1478-RETORNO SERVIDOR VerificarStatus: No Modifications
1485-RETORNO SERVIDOR VerificarVez: No Modifications
1488-RETORNO SERVIDOR ConsultarHistorico: No Modifications
1498-RETORNO SERVIDOR VerificarStatus: No Modifications
1505-RETORNO SERVIDOR VerificarVez: No Modifications
1508-RETORNO SERVIDOR ConsultarHistorico: No Modifications
1518-RETORNO SERVIDOR VerificarStatus: No Modifications
1525-RETORNO SERVIDOR VerificarVez: 520
4,A
4,B

1528-RETORNO SERVIDOR ConsultarHistorico: JogadorDoi,S,B,4
JogadorUm,S,A,4

1538-RETORNO SERVIDOR VerificarStatus: No Modifications
1545-RETORNO SERVIDOR VerificarVez: No Modifications
1548-RETORNO SERVIDOR ConsultarHistorico: No Modifications
1558-RETORNO SERVIDOR VerificarStatus: No Modifications
1565-RETORNO SERVIDOR VerificarVez: No Modifications
1568-RETORNO SERVIDOR ConsultarHistorico: No Modifications
1578-RETORNO SERVIDOR VerificarStatus: No Modifications
1585-RETORNO SERVIDOR VerificarVez: No Modifications
1588-RETORNO SERVIDOR ConsultarHistorico: No Modifications
1598-RETORNO SERVIDOR VerificarStatus: No Modifications
1605-RETORNO SERVIDOR VerificarVez: No Modifications
1608-RETORNO SERVIDOR ConsultarHistorico: JogadorTre,S,C,4
JogadorDoi,S,B,4
JogadorUm,S,A,4

1618-RETORNO SERVIDOR VerificarStatus: No Modifications
1625-RETORNO SERVIDOR VerificarVez: 521
4,A
4,B
4,C

1628-RETORNO SERVIDOR ConsultarHistorico: No Modifications
1638-RETORNO SERVIDOR VerificarStatus: No Modifications
1645-RETORNO SERVIDOR VerificarVez: No Modifications
1648-RETORNO SERVIDOR ConsultarHistorico: No Modifications
1658-RETORNO SERVIDOR VerificarStatus: No Modifications
1665-RETORNO SERVIDOR VerificarVez: No Modifications
1668-RETORNO SERVIDOR ConsultarHistorico: No Modifications
1678-RETORNO SERVIDOR VerificarStatus: No Modifications
1685-RETORNO SERVIDOR VerificarVez: No Modifications
1688-RETORNO SERVIDOR ConsultarHistorico: No Modifications
1698-RETORNO SERVIDOR VerificarStatus: No Modifications
1705-RETORNO SERVIDOR VerificarVez: No Modifications
1708-RETORNO SERVIDOR ConsultarHistorico: No Modifications
1718-RETORNO SERVIDOR VerificarStatus: No Modifications
1725-RETORNO SERVIDOR VerificarVez: 522
4,A
4,B
4,C
4,D

1728-RETORNO SERVIDOR ConsultarHistorico: JogadorQua,S,D,4
JogadorTre,S,C,4
JogadorDoi,S,B,4
JogadorUm,S,A,4

1738-RETORNO SERVIDOR VerificarStatus: No Modifications
1745-RETORNO SERVIDOR VerificarVez: No Modifications
1748-RETORNO SERVIDOR ConsultarHistorico: No Modifications
1758-RETORNO SERVIDOR VerificarStatus: No Modifications
1765-RETORNO SERVIDOR VerificarVez: No Modifications
1768-RETORNO SERVIDOR ConsultarHistorico: No Modifications
1778-RETORNO SERVIDOR VerificarStatus: No Modifications
1785-RETORNO SERVIDOR VerificarVez: No Modifications
1788-RETORNO SERVIDOR ConsultarHistorico: No Modifications
1798-RETORNO SERVIDOR VerificarStatus: No Modifications
1805-RETORNO SERVIDOR VerificarVez: No Modifications
1808-RETORNO SERVIDOR ConsultarHistorico: No Modifications
1818-RETORNO SERVIDOR VerificarStatus: No Modifications
1825-RETORNO SERVIDOR VerificarVez: No Modifications
1828-RETORNO SERVIDOR ConsultarHistorico: No Modifications
1838-RETORNO SERVIDOR VerificarStatus: No Modifications
1845-RETORNO SERVIDOR VerificarVez: No Modifications
1848-RETORNO SERVIDOR ConsultarHistorico: No Modifications
1863-RETORNO SERVIDOR ColocarPersonagem: 3,E
4,A
4,B
4,C
4,D

1869-RETORNO SERVIDOR VerificarStatus: No Modifications
1876-RETORNO SERVIDOR VerificarVez: 523
3,E
4,A
4,B
4,C
4,D

1879-RETORNO SERVIDOR ConsultarHistorico: JogadorCin,S,E,3
JogadorQua,S,D,4
JogadorTre,S,C,4
JogadorDoi,S,B,4
JogadorUm,S,A,4

1889-RETORNO SERVIDOR VerificarStatus: No Modifications
1896-RETORNO SERVIDOR VerificarVez: No Modifications
1899-RETORNO SERVIDOR ConsultarHistorico: No Modifications
1909-RETORNO SERVIDOR VerificarStatus: No Modifications
1916-RETORNO SERVIDOR VerificarVez: No Modifications
1919-RETORNO SERVIDOR ConsultarHistorico: No Modifications
1929-RETORNO SERVIDOR VerificarStatus: No Modifications
1936-RETORNO SERVIDOR VerificarVez: No Modifications
1939-RETORNO SERVIDOR ConsultarHistorico: No Modifications
1949-RETORNO SERVIDOR VerificarStatus: No Modifications
